item ID,titles,description,product_type,brand,dietary_considerations,flavor_profile,cost_tier,key_features,categories
1447,"Justin's Nut Butter Natural Classic Almond Butter 10 Count Squeeze Packs, 11.5-Ounce Boxes (Pack of 3)","This product consists of three boxes, each containing ten convenient squeeze packs of natural almond butter, perfect for on-the-go snacking or adding to various dishes.",almond butter,Justin's,"['Natural', 'Vegan', 'Gluten-Free']",nutty,Medium-Cost,"['single-serving', 'ready-to-eat', 'shelf-stable']","Snacks, Cooking Ingredients, Health Foods, Nuts and Seeds, Health-Conscious Options"
1457,"Rodelle Organics Pure Vanilla Extract-Bourbon, 4-Ounce (Pack of 3)","A pack of three 4-ounce bottles of organic bourbon vanilla extract, ideal for enhancing the flavor of baked goods and culinary dishes.",vanilla extract,Rodelle Organics,['Organic'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Specialty Foods"
1464,"LifeAID Beverage, Fit Aid, 12 Ounce (Pack of 24)",This is a pack of 24 fitness-focused beverages designed to support post-workout recovery with natural ingredients and electrolytes.,fitness drink,LifeAID,"['Non-GMO', 'Gluten-Free']",refreshing,Medium-Cost,"['ready-to-drink', 'shelf-stable']","Beverages, Health Foods"
1480,Organic Dried Turkish Figs (6 ounce),"These are naturally sweet, chewy dried figs sourced from Turkey, perfect for snacking or adding to recipes for a nutritious boost.",dried fruit,none,"['Organic', 'Natural']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Health Foods, Dried and Preserved Foods"
1523,"Nu-Salt, 3-Ounce Shaker (Pack of 12)","This product is a pack of twelve 3-ounce shakers containing a sodium-free salt substitute made primarily from potassium chloride, designed to enhance the flavor of food without adding sodium.",salt substitute,Nu-Salt,"['Low-Sodium', 'Potassium-Rich']",savory,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Health Foods, Dietary Specific Items"
1533,"No Oodles Zero Carb, Zero Calorie Shirataki Noodles 10 Pack Angel Hair","A low-calorie and low-carb alternative to traditional pasta, these angel hair noodles made from konjac root are perfect for adding to various dishes without the extra calories.",Shirataki Noodle,No Oodles,"['Zero Carb', 'Zero Calorie', 'Gluten-Free', 'Vegan', 'Low-Calorie']",neutral,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'low-calorie', 'low-carb', 'vegan-friendly']","Health Foods, Grains and Pasta, Dietary Specific Items, Health-Conscious Options"
1556,"Spice Islands Curry Powder, Spicy, 2.7-Ounce (Pack of 3)","A blend of spices designed to add heat and flavor to various dishes, packaged in three 2.7-ounce containers for convenient use.",curry powder,Spice Islands,"['Gluten-Free', 'Vegan']",spicy,Medium-Cost,"['shelf-stable', 'convenient for use']","Cooking Ingredients, Ethnic and Specialty Foods"
1560,Cherry Jelly 9.6 ounce,"A sweet spread made from cherries, perfect for enhancing toast, pastries, or as a topping for desserts.",fruit spread,none,"['Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Sweets and Desserts, Condiments and Sauces"
1570,"Bob's Red Mill Potato Starch, 24-Ounce (Pack of 4)","A versatile thickening agent made from potatoes, ideal for gluten-free cooking and baking, and suitable for soups, sauces, and gravies.",potato starch,Bob's Red Mill,['Gluten-Free'],neutral,Medium-Cost,"['versatile thickening agent', 'shelf-stable']",Cooking Ingredients
1578,Delaviuda Soft Almond Turron (Turron Blando) 5.25 Oz (150g),"This product is a traditional Spanish soft almond nougat, made with toasted almonds and honey, offering a chewy texture and rich flavor.",soft almond nougat,Delaviuda,"['Gluten-Free', 'Non-GMO']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Sweets and Desserts, Specialty Foods"
1583,"Sour Patch Kids LDN Bag, 14-Ounce (Pack of 6)","A pack of six 14-ounce bags of tangy and sweet gummy candies shaped like kids, ideal for snacking or sharing.",gummy candy,Sour Patch Kids,['Vegetarian'],sweet and tart,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
1632,"Butterfinger Single, Candy Bars (Pack of 36)",A pack of 36 individually wrapped candy bars featuring a crispy peanut butter core coated in chocolate.,chocolate candy bar,Butterfinger,['Contains peanuts'],sweet,Low-Cost,"['individually wrapped', 'shelf-stable']","Snacks, Sweets and Desserts"
1634,"Tiptree Lemon Curd, 12-Ounce Jars (Pack of 6)","A pack of six 12-ounce jars of rich and tangy lemon curd, perfect for spreading on toast, filling pastries, or enhancing desserts.",lemon curd,Tiptree,['Gluten-Free'],sweet and tart,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Cooking Ingredients, Breakfast Foods, Sweets and Desserts, Canned and Packaged Foods, Condiments and Sauces, Specialty Foods, Ethnic and Specialty Foods, Culinary Specialties"
1684,House of Tsang - Bangkok Padang Peanut Sauce - Bottle of 11.5 oz,"A flavorful peanut sauce inspired by Thai cuisine, perfect for dipping, drizzling, or enhancing stir-fries and salads.",peanut sauce,House of Tsang,['None'],"savory, nutty",Medium-Cost,"['ready-to-eat', 'shelf-stable']","Condiments and Sauces, Ethnic and Specialty Foods"
1717,Atkins Endulge Chocolate Covered Almonds -- 5 Packs,"A low-carb snack featuring almonds coated in rich chocolate, packaged in five convenient servings.",chocolate-covered nut snack,Atkins,"['Low-Carb', 'Sugar-Free']",sweet,Medium-Cost,"['single-serving', 'shelf-stable']","Snacks, Health Foods, Dietary Specific Items, Nuts and Seeds, Health-Conscious Options"
1742,Japanese Fruit Gummy Candy from Kasugai - Grape - 107g,"These are chewy grape-flavored gummy candies from Japan, packaged in a 107g bag.",gummy candy,Kasugai,['Vegetarian'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
1748,Dried Strawberries 5 Pound Bag (Bulk),"A bulk bag of dried strawberries, weighing five pounds, offers a convenient and nutritious snack or ingredient for various culinary applications.",dried fruit,none,"['Non-GMO', 'Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat', 'bulk packaging']","Snacks, Health Foods, Fruits and Vegetables, Dried and Preserved Foods, Health-Conscious Options"
1757,"Take Five Candy Bars, Snack Size, 11.25-Ounce Packages (Pack of 6)","These snack-sized candy bars combine pretzels, caramel, peanut butter, and chocolate in a convenient 11.25-ounce pack of six, perfect for on-the-go indulgence.",candy bar,Take Five,['Contains peanuts'],sweet and salty,Medium-Cost,"['ready-to-eat', 'single-serving', 'multi-pack']","Snacks, Sweets and Desserts"
1781,"Betty Crocker Rich &amp; Creamy Dark Chocolate Frosting, 16-Ounce Canisters (Pack of 8)","This product is a pack of eight 16-ounce canisters of rich and creamy dark chocolate frosting, ideal for topping cakes, cupcakes, and other baked goods.",frosting,Betty Crocker,['none'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Sweets and Desserts, Canned and Packaged Foods"
1799,"Drogheria &amp; Alimentari Sicilian Dipping Mix, 1.14 Ounce Jars (Pack of 3)","A trio of 1.14-ounce jars containing a flavorful blend of spices and herbs designed for dipping, perfect for enhancing bread, vegetables, or snacks.",dipping mix,Drogheria & Alimentari,[],savory,Medium-Cost,"['shelf-stable', 'ready-to-use']","Condiments and Sauces, Specialty Foods"
1814,Keurig Tazo Awake Tea 16-Count K-Cups,"This product contains 16 single-serve K-Cups of black tea designed for use with Keurig brewing machines, offering a robust and invigorating flavor.",black tea K-Cups,Tazo,"['Gluten-Free', 'Non-GMO']",bold,Medium-Cost,"['single-serving', 'ready-to-brew']","Beverages, Coffee/Tea"
1879,"Thank You Pudding Vanilla Pudding, 15.75-Ounce (Pack of 6)","A creamy and smooth vanilla pudding mix, packaged in a convenient 15.75-ounce size, perfect for creating delicious desserts and treats.",vanilla pudding mix,Thank You,['none'],sweet,Low-Cost,"['requires preparation', 'shelf-stable']","Cooking Ingredients, Sweets and Desserts"
1887,Buffalo Bills 3.5oz Spicy Country Cut Beef Jerky Pack (moist &amp; tender spicy beef jerky),"A pack of moist and tender spicy beef jerky, featuring a country cut style that offers a flavorful and satisfying snack option.",spicy beef jerky,Buffalo Bills,['High-Protein'],spicy,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'moist', 'tender']","Snacks, Canned and Packaged Foods"
1907,"GF Harvest Gluten Free Organic Rolled Oats, 41-Ounce Pouch","This product is a 41-ounce pouch of organic rolled oats that are gluten-free, making it suitable for those with gluten sensitivities or celiac disease.",organic rolled oats,GF Harvest,"['Gluten-Free', 'Organic']",nutty,Medium-Cost,"['requires cooking', 'shelf-stable']","Health Foods, Grains and Pasta, Dietary Specific Items"
1931,"Simply Organic Cinnamon Ground Certified Organic, 2.45-Ounce Container","This product is a 2.45-ounce container of ground cinnamon, sourced from certified organic ingredients, ideal for enhancing the flavor of both sweet and savory dishes.",ground spice,Simply Organic,"['Organic', 'Non-GMO']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
1946,PopCorners 6 Flavor Variety Pack 1.1 Oz Bags (40 Pack),"A selection of six different flavors of popped corn snacks, packaged in convenient 1.1 oz bags for easy snacking.",popped corn snack variety pack,PopCorners,"['Gluten-Free', 'Non-GMO']",savory,Medium-Cost,"['single-serving', 'ready-to-eat', 'shelf-stable']",Snacks
1957,"Crunchies Freeze-Dried Fruit Snack, Very Berry, 1 Ounce Pouch","A 1-ounce pouch of freeze-dried fruit snack featuring a blend of assorted berries, offering a crunchy and convenient way to enjoy the taste of fruit without added sugars or preservatives.",freeze-dried fruit snack,none,"['No Added Sugars', 'No Preservatives']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'single-serving']","Snacks, Health Foods, Fruits and Vegetables, Dried and Preserved Foods"
1969,Ocean Spray Cranberry Juice - 12/15.2 oz.,"This product consists of twelve 15.2-ounce bottles of cranberry juice, offering a refreshing and tart beverage option made primarily from cranberries.",cranberry juice,Ocean Spray,['Non-GMO'],tart,Medium-Cost,"['ready-to-drink', 'shelf-stable', 'multi-serving']",Beverages
2009,"Walters Homemade Honey Macadamia Nougat, 2-Ounce Packages (Pack of 6)","Deliciously crafted nougat featuring a blend of honey and macadamia nuts, packaged in six convenient 2-ounce portions for easy snacking.",honey nougat,Walters,['Gluten-Free'],sweet,Medium-Cost,"['single-serving', 'ready-to-eat']","Snacks, Sweets and Desserts, Nuts and Seeds"
2014,"SAFCOL Gourmet on the Go Chunk Light Tuna with Sweet Chili Sauce, 6-Ounce Cans (Pack of 12)","This product is a pack of twelve 6-ounce cans of chunk light tuna combined with a sweet chili sauce, ideal for quick meals or snacks.",gourmet canned tuna,SAFCOL,['High Protein'],sweet and spicy,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'canned']","Snacks, Canned and Packaged Foods, Prepared and Ready-Made Meals"
2015,"SweetLeaf Liquid Stevia, Valencia Orange, 2-Ounce Bottles (Pack of 2)","This product is a flavored liquid sweetener made from stevia extract, specifically Valencia orange, ideal for adding a sweet citrus taste to beverages and foods without calories.",flavored liquid sweetener,SweetLeaf,"['Calorie-Free', 'Non-GMO', 'Vegan']","sweet, citrus",Medium-Cost,"['shelf-stable', 'ready-to-use']","Health Foods, Dietary Specific Items, Sweeteners"
2046,"Good Earth Sweet &amp; Spicy Caffeine Free Herbal Tea, 18 Count Tea Bags (Pack of 6)","A pack of 6 boxes containing 18 caffeine-free herbal tea bags each, featuring a blend of sweet and spicy flavors.",caffeine-free herbal tea,Good Earth,['Caffeine-Free'],sweet and spicy,Medium-Cost,"['tea bags', 'bulk purchase', 'caffeine-free']","Beverages, Coffee/Tea, Health-Conscious Options"
2049,"Mary Jane, 16 Oz","This 16-ounce package contains a classic taffy candy known for its chewy texture and sweet, nostalgic flavor.",taffy candy,Mary Jane,['None'],sweet,Low-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Sweets and Desserts"
2054,Kevala Organic Coconut Butter 16oz,"A creamy spread made from pure organic coconut flesh, perfect for adding rich coconut flavor to recipes or enjoyed on its own.",coconut spread,Kevala,"['Organic', 'Vegan', 'Non-GMO']",coconut,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Cooking Ingredients, Health Foods"
2152,Cinnamon Candy 6oz candy by Claey's Candy,"A 6oz package of sweet, spicy cinnamon-flavored hard candy from Claey's Candy.",hard candy,Claey's Candy,['none'],"sweet, spicy",Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Sweets and Desserts"
2154,"Frontier Basil Leaf, Sweet-domestic, C/s Certified Organic, 16 Ounce Bag","This product is a 16-ounce bag of certified organic sweet basil leaves, commonly used to enhance the flavor of various dishes in cooking.",herb,Frontier,"['Organic', 'Gluten-Free', 'Non-GMO']",aromatic and slightly sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
2160,"Eight O'Clock The Original Decaf Ground Coffee, 12-Ounce Bag (Pack of 6)","This product is a pack of six 12-ounce bags of decaffeinated ground coffee, ideal for those seeking a rich coffee flavor without the caffeine.",decaf coffee,Eight O'Clock,['Decaffeinated'],rich,Medium-Cost,"['ground coffee', 'bulk packaging']","Beverages, Coffee/Tea"
2170,Droste (4 pack) Cocoa from Holland,"This product is a pack of high-quality cocoa powder sourced from Holland, perfect for baking and enhancing a variety of chocolate recipes.",cocoa powder,Droste,['none'],chocolatey,High-Cost,"['shelf-stable', 'requires mixing']",Cooking Ingredients
2183,"Plum Organics Baby Second Blends, Spinach, Peas and Pear, 4.0-Ounce Pouches (Pack of 12)","This product is a pack of 12 pouches containing a pureed blend of spinach, peas, and pear, specifically designed for babies transitioning to solid foods.",pureed vegetable and fruit blend,Plum Organics,"['Organic', 'Non-GMO', 'Gluten-Free']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Baby Food, Fruits and Vegetables"
2190,"Wonderful Pistachios, No Shells, Roasted &amp; Salted Pistachios, 6-Ounce (Pack of 5)",This product consists of five 6-ounce bags of roasted and salted pistachios that are shelled for convenient snacking.,shelled pistachios,Wonderful,"['Gluten-Free', 'Non-GMO', 'High-Protein']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Nuts and Seeds"
2202,"Maxwell House Wake-Up Roast, Ground Coffee, 34.5-Ounce Container (Pack of 2)","This product is a pack of two 34.5-ounce containers of ground coffee, offering a medium roast blend designed to provide a flavorful and energizing start to your day.",ground coffee,Maxwell House,[],smooth,Low-Cost,"['pack of two', 'ready-to-brew']","Beverages, Coffee/Tea"
2208,"DaVinci Gourmet Classic Syrup, Strawberry, 25.4 Ounce (Pack of 3)","This product is a pack of three bottles of strawberry-flavored syrup, ideal for enhancing beverages, desserts, and various culinary creations.",flavored syrup,DaVinci Gourmet,['none'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Sweets and Desserts, Condiments and Sauces"
2220,"Caza Trail Kona Blend, 50-Count Single Serve Cup for Keurig K-Cup Brewers","A blend of Kona coffee packed in single-serve cups designed for use with Keurig K-Cup brewers, offering a convenient way to brew rich coffee at home.",Kona coffee blend,Caza Trail,['Gluten-Free'],smooth and rich,High-Cost,"['single-serving', 'easy to brew']","Beverages, Coffee/Tea"
2230,"Da Vinci SUGAR FREE Cherry Syrup with Splenda, 750 ml","A sugar-free cherry syrup sweetened with Splenda, ideal for flavoring beverages, desserts, and culinary creations without added sugar.",sugar-free syrup,Da Vinci,"['Sugar-Free', 'Low-Calorie']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Health Foods, Condiments and Sauces, Dietary Specific Items, Sweeteners, Health-Conscious Options"
2239,"Planters Peanut Butter Creamy, 16.3 Ounce (Pack of 6)","A pack of six 16.3-ounce jars of creamy peanut butter, ideal for spreading, baking, or adding protein to snacks and meals.",creamy peanut butter,Planters,"['Non-GMO', 'Gluten-Free']",nutty,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Cooking Ingredients"
2268,"Campbell's Skillet Sauces, Marsala with Mushrooms and Garlic, 9-Ounce Pouches (Pack of 8)","This product is a pack of eight 9-ounce pouches of Marsala sauce featuring mushrooms and garlic, designed for convenient meal preparation by simply heating and adding to your favorite dishes.",Marsala sauce,Campbell's,[],savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Cooking Ingredients, Canned and Packaged Foods"
